# compound name, pubchem_id, CNS, xLogP, TPSA, SMILES
          Rotigotine,      59227,       TRUE,    4.900,     51.700, CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O
          Rufinamide,     129228,       TRUE,    0.700,     73.800, NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
         Ruxolitinib,   25126798,      FALSE,    2.100,     83.200, N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
          Salbutamol,       2083,      FALSE,    0.300,     72.700, CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
        Salicylamide,       5147,      FALSE,    1.300,     63.300, NC(=O)C1=CC=CC=C1O
          Salmeterol,       5152,      FALSE,    3.900,     82.000, OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
           Salsalate,       5161,       TRUE,    3.000,     83.800, OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O
         Saprisartan,      60921,      FALSE,    5.200,    129.000, CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O
          Saquinavir,     441243,      FALSE,    4.200,    167.000, CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1
        Secobarbital,       5193,      FALSE,    2.000,     75.300, CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
          Selegiline,      26757,       TRUE,    2.800,      3.200, CC(CC1=CC=CC=C1)N(C)CC#C
       Sertaconazole,      65863,      FALSE,    6.300,     55.300, ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl
          Sertindole,      60149,      FALSE,    4.100,     40.500, FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
          Sertraline,      68617,       TRUE,    4.800,     12.000, CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12
         Sevoflurane,       5206,      FALSE,    2.800,      9.200, FCOC(C(F)(F)F)C(F)(F)F
         Sibutramine,       5210,      FALSE,    5.400,      3.200, CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
          Sildenafil,  135398744,      FALSE,    1.500,    118.000, CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1
           Silodosin,    5312125,      FALSE,    3.600,     97.000, C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F
         Simvastatin,      54454,      FALSE,    4.700,     72.800, [H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
           Sirolimus,    5284616,      FALSE,    6.000,    195.000, [H][C@@]1(C[C@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
         Sitagliptin,    4369359,      FALSE,    0.700,     77.000, N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
          Sitaxentan,     216235,      FALSE,    3.700,    144.000, CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl
           Sorafenib,     216239,      FALSE,    4.100,     92.400, CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
             Sotalol,       5253,      FALSE,    0.200,     86.800, CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
        Sparfloxacin,      60464,      FALSE,    0.100,     98.900, C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
       Spectinomycin,      15541,      FALSE,   -3.100,    130.000, [H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2
            Spermine,       1103,      FALSE,   -1.100,     76.100, NCCCNCCCCNCCCN
           Spirapril,    5311447,      FALSE,    0.900,    147.000, CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2
      Spironolactone,       5833,      FALSE,    2.900,     85.700, [H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
          Stanozolol,      25249,      FALSE,    4.500,     48.900, CC1(O)CCC2C3CCC4CC5=NNC=C5CC4(C)C3CCC12C
           Stavudine,      18283,      FALSE,   -0.800,     78.900, CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
           Stepronin,      54120,      FALSE,    1.700,    137.000, CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O
        Streptomycin,      19649,      FALSE,   -8.000,    336.000, CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O
        Streptozocin,      29327,      FALSE,   -1.400,    152.000, CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
            Succimer,    2724354,      FALSE,    0.100,     76.600, OC(=O)C(S)C(S)C(O)=O
     Succinylcholine,       5314,      FALSE,    0.600,     52.600, C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
          Sufentanil,      41693,       TRUE,    4.000,     61.000, CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
       Sulfacetamide,       5320,      FALSE,   -1.000,     97.600, CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
         Sulfacytine,       5322,      FALSE,    0.100,    113.000, CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O
        Sulfadiazine,       5215,      FALSE,   -0.100,    106.000, NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
    Sulfadimethoxine,       5323,      FALSE,    1.600,    125.000, COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
         Sulfadoxine,      17134,      FALSE,    0.700,    125.000, COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC
       Sulfamerazine,       5325,      FALSE,    0.100,    106.000, CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1
      Sulfamethazine,       5327,      FALSE,    0.300,    106.000, CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
      Sulfamethizole,       5328,      FALSE,    0.500,    135.000, CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
    Sulfamethoxazole,       5329,      FALSE,    0.900,    107.000, CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
   Sulfametopyrazine,       9047,      FALSE,    0.700,    116.000, COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1
         Sulfamoxole,      12894,      FALSE,    1.300,    107.000, CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1
       Sulfanilamide,       5333,      FALSE,   -0.600,     94.600, NC1=CC=C(C=C1)S(N)(=O)=O
      Sulfaphenazole,       5335,      FALSE,    1.500,     98.400, NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1
       Sulfapyridine,       5336,      FALSE,    0.000,     93.500, NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
       Sulfasalazine,       5339,      FALSE,   -0.700,    150.000, OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
       Sulfathiazole,       5340,      FALSE,    0.100,    122.000, NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
      Sulfinpyrazone,       5342,      FALSE,    2.300,     76.900, O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1
       Sulfisoxazole,       5344,      FALSE,    1.000,    107.000, CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
           Sulfoxone,       5351,      FALSE,    1.200,    180.000, OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1
            Sulindac,    1548887,       TRUE,    3.400,     73.600, CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
           Sulpiride,       5355,      FALSE,    0.600,    110.000, CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
         Sumatriptan,       5358,       TRUE,    0.900,     73.600, CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1
           Sunitinib,    5329102,      FALSE,    2.600,     77.200, CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
            Suprofen,       5359,      FALSE,    3.300,     82.600, CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
             Suramin,       5361,      FALSE,    1.500,    534.000, CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O
             Tacrine,       1935,      FALSE,    2.700,     38.900, NC1=C2CCCCC2=NC2=CC=CC=C12
          Tacrolimus,     445643,      FALSE,    2.700,    178.000, CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
           Tadalafil,     110635,      FALSE,    2.300,     74.900, [H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
            Talbutal,       8275,      FALSE,    1.400,     75.300, CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
        Tamibarotene,     108143,      FALSE,    5.400,     66.400, CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2
           Tamoxifen,    2733526,      FALSE,    7.100,     12.500, CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
          Tamsulosin,     129211,      FALSE,    2.700,    108.000, CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
          Tapentadol,    9838022,       TRUE,    3.500,     23.500, CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
          Tasosartan,      60919,      FALSE,    3.000,    101.000, CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1
          Tazarotene,       5381,      FALSE,    4.900,     64.500, CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
          Tazobactam,     123630,      FALSE,   -2.000,    131.000, [H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O
          Telaprevir,    3010818,      FALSE,    4.200,    180.000, [H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1
          Telavancin,    3081362,      FALSE,   -2.100,    598.000, Cl.CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=CC=C(C=C2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC=C(O)C(=C4)C4=C(C=C(O)C(CNCP(O)(O)=O)=C4O)[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O
         Telbivudine,     159269,      FALSE,   -1.200,     99.100, CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
         Telmisartan,      65999,      FALSE,    6.900,     72.900, CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
           Temazepam,       5391,       TRUE,    2.200,     52.900, CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
        Temozolomide,       5394,      FALSE,   -1.100,    106.000, CN1N=NC2=C(N=CN2C1=O)C(N)=O
           Tenofovir,     464205,      FALSE,   -1.600,    136.000, C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(O)(O)=O
           Tenoxicam,   54677971,      FALSE,    1.100,    136.000, CN1\C(=C(/O)NC2=CC=CC=N2)C(=O)C2=C(C=CS2)S1(=O)=O
           Terazosin,       5401,      FALSE,    1.400,    103.000, COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
         Terbinafine,    1549008,      FALSE,    5.600,      3.200, CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
         Terbutaline,       5403,      FALSE,    0.900,     72.700, CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
         Terconazole,     441383,      FALSE,    4.800,     64.900, CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
         Terfenadine,       5405,      FALSE,    6.600,     43.700, CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
        Terlipressin,      72081,      FALSE,   -5.800,    563.000, NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
        Testolactone,      13769,      FALSE,    3.000,     43.400, [H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]
        Testosterone,       6013,      FALSE,    3.300,     37.300, [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
       Tetrabenazine,       6018,       TRUE,    2.900,     38.800, COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1
        Tetracycline,   54675776,      FALSE,   -2.000,    182.000, [H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
         Thalidomide,       5426,      FALSE,    0.300,     83.600, O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
         Theobromine,       5429,      FALSE,   -0.800,     67.200, CN1C=NC2=C1C(=O)NC(=O)N2C
        Theophylline,       2153,      FALSE,    0.000,     69.300, CN1C2=C(NC=N2)C(=O)N(C)C1=O
       Thiabendazole,       5430,      FALSE,    2.500,     69.800, N1C2=CC=CC=C2N=C1C1=CSC=N1
           Thiamylal,    3032285,      FALSE,    3.200,     90.300, CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O
    Thiethylperazine,       5440,      FALSE,    5.400,     60.300, CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
         Thioguanine,    2723601,      FALSE,   -0.100,    111.000, NC1=NC(=S)C2=C(N1)N=CN2
          Thiopental,    3000715,      FALSE,    2.900,     90.300, CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
     Thioproperazine,       9429,      FALSE,    3.700,     80.800, CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
        Thioridazine,       5452,       TRUE,    5.900,     57.100, CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
            Thiotepa,       5453,      FALSE,    0.500,     41.100, S=P(N1CC1)(N1CC1)N1CC1
         Thiothixene,     941651,       TRUE,    3.800,     77.500, CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
           Tiagabine,      60648,       TRUE,    2.700,     97.000, CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
          Ticagrelor,    9871419,      FALSE,    2.000,    164.000, CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
         Ticarcillin,      36921,      FALSE,    0.800,    178.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O
         Ticlopidine,       5472,      FALSE,    3.600,     31.500, ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
         Tigecycline,   54686904,      FALSE,    1.100,    206.000, [H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C
         Tiludronate,      60937,      FALSE,   -0.300,    140.000, OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O
             Timolol,      33624,      FALSE,    1.800,    108.000, CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1
          Tinidazole,       5479,      FALSE,   -0.400,    106.000, CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
         Tioconazole,       5482,      FALSE,    5.300,     55.300, ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
          Tipranavir,   54682461,      FALSE,    7.000,    114.000, CCC[C@@]1(CCC2=CC=CC=C2)CC(=O)C([C@H](CC)C2=CC(NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)=CC=C2)=C(O)O1
           Tirofiban,      60947,      FALSE,    1.400,    113.000, CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
          Tizanidine,       5487,       TRUE,    1.100,     90.400, ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
          Tobramycin,      36294,      FALSE,   -6.200,    268.000, NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
           Tocainide,      38945,      FALSE,    0.800,     55.100, CC(N)C(=O)NC1=C(C)C=CC=C1C
           Tofisopam,       5502,      FALSE,    3.200,     61.600, CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1
          Tolazamide,       5503,      FALSE,    1.500,     86.900, CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
          Tolazoline,       5504,      FALSE,    2.600,     24.400, C(C1=NCCN1)C1=CC=CC=C1
         Tolbutamide,       5505,      FALSE,    2.300,     83.600, CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
           Tolcapone,    4659569,       TRUE,    3.300,    103.000, CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
            Tolmetin,       5509,       TRUE,    2.800,     59.300, CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
          Tolnaftate,       5510,      FALSE,    5.500,     44.600, CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
         Tolterodine,     443879,       TRUE,    5.600,     23.500, CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
           Tolvaptan,     216237,      FALSE,    4.800,     69.600, CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2
          Topiramate,    5284627,       TRUE,   -0.800,    124.000, [H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
           Topotecan,      60700,      FALSE,    0.500,    103.000, CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
          Torasemide,      41781,      FALSE,    2.700,    109.000, CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
          Toremifene,    3005573,      FALSE,    7.200,     12.500, CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
         Trabectedin,     108150,      FALSE,    3.400,    194.000, [H][C@@]12CC3=C(C(O)=C(OC)C(C)=C3)[C@@]([H])(N1C)[C@@]1([H])N([C@H]2O)[C@@]2([H])COC(=O)[C@]3(CS[C@]1([H])C1=C(OC(C)=O)C(C)=C4OCOC4=C21)NCCC1=CC(O)=C(OC)C=C31
            Tramadol,      33741,       TRUE,    2.600,     32.700, COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
          Trametinib,   11707110,      FALSE,    3.400,    102.000, CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1
        Trandolapril,    5484727,      FALSE,    2.000,     95.900, [H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
          Travoprost,    5282226,      FALSE,    4.100,     96.200, CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F
           Trazodone,       5533,       TRUE,    2.800,     42.400, ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
        Treprostinil,    6918140,      FALSE,    4.500,     87.000, [H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1
           Tretinoin,     444795,      FALSE,    6.300,     37.300, CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O
       Triamcinolone,      31307,      FALSE,    1.200,    115.000, [H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
         Triamterene,       5546,      FALSE,    1.000,    130.000, NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
           Triazolam,       5556,       TRUE,    2.400,     43.100, CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
  Trichlormethiazide,       5560,      FALSE,    0.600,    135.000, NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
       Tridihexethyl,      20299,      FALSE,    4.800,     20.200, CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1
     Trifluoperazine,       5566,       TRUE,    5.000,     35.000, CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
     Triflupromazine,       5568,      FALSE,    5.200,     31.800, CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
        Trifluridine,       6256,      FALSE,   -0.500,     99.100, OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
     Trihexyphenidyl,       5572,       TRUE,    4.500,     23.500, OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
          Trilostane,     656583,      FALSE,    2.900,     76.800, [H][C@]12O[C@]11CC[C@@]3([H])[C@]4([H])CC[C@H](O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC(C#N)=C2O
        Trimeprazine,       5574,      FALSE,    4.700,     31.800, CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12
       Trimethadione,       5576,      FALSE,    0.300,     46.600, CN1C(=O)OC(C)(C)C1=O
        Trimethaphan,      23576,      FALSE,    3.600,     24.600, O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1
   Trimethobenzamide,       5577,       TRUE,    2.300,     69.300, COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1
        Trimethoprim,       5578,      FALSE,    0.900,    106.000, COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
        Trimetrexate,       5583,      FALSE,    2.500,    118.000, COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
        Trimipramine,       5584,       TRUE,    5.800,      6.500, CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
          Trioxsalen,       5585,      FALSE,    3.000,     39.400, CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1
      Tripelennamine,       5587,      FALSE,    3.300,     19.400, CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1
        Triprolidine,    5282443,      FALSE,    3.900,     16.100, CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
         Tropicamide,       5593,      FALSE,    1.500,     53.400, CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
       Trovafloxacin,      62959,      FALSE,    0.300,     99.800, [H][C@@]12CN(C[C@]1([H])C2N)C1=C(F)C=C2C(=O)C(=CN(C3=C(F)C=C(F)C=C3)C2=N1)C(O)=O
        Tubocurarine,       6000,      FALSE,    6.000,     80.600, [H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3
          Tymazoline,      34154,      FALSE,    2.400,     33.600, CC(C)C1=C(OCC2=NCCN2)C=C(C)C=C1
            Udenafil,  135413547,      FALSE,    3.000,    126.000, CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C
        Valaciclovir,  135398742,      FALSE,   -0.900,    147.000, CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O
      Valganciclovir,  135413535,      FALSE,   -1.500,    167.000, CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O
